sample_uid	169624	169623	168670	168661	168662	169729	170126
139359	0	0	0	0	0	0	0.9843401972816945
139379	0	0	0	0	0	0	0.9837559334971256
139252	0	0	0	0	0	0	0.9824972104929223
139374	0	0	0	0	0	0	0.9820671822252016
139370	0	0	0	0	0	0	0.9815916370419907
139257	0	0	0	0	0	0	0.9815182905852222
139300	0	0	0	0	0	0	0.9812501459359749
139246	0	0	0	0	0	0	0.9811119638441204
139368	0	0	0	0	0	0	0.9808620749539786
139376	0	0	0	0	0	0	0.9805700167651991
139303	0	0	0	0	0	0	0.9805043677867755
139335	0	0	0	0	0	0	0.9802655184786508
139302	0	0	0	0	0	0	0.980212956687146
139292	0	0	0	0	0	0	0.9801820220273033
139337	0	0	0	0	0	0	0.9801317401960784
139309	0	0	0	0	0	0	0.9795667856400959
139328	0	0	0	0	0	0	0.9794574114948122
139265	0	0	0	0	0	0	0.9794442751475191
139373	0.0031466886248676627	0	0	0	0	0	0.979428890718739
139259	0	0	0	0	0	0	0.9791489495732149
139327	0	0	0	0	0	0	0.9791435185185186
139245	0	0	0	0	0	0	0.9786923655010831
139228	0	0	0	0	0	0	0.9785306504445485
139283	0	0	0	0	0	0	0.9782905690987491
139323	0	0	0	0	0	0	0.9781976744186047
139308	0	0	0	0	0	0	0.9777118903997546
139357	0.005119230643420234	0	0	0	0	0	0.9773805240260377
139264	0	0	0	0	0	0	0.977364693980779
139305	0	0	0	0	0	0	0.9773486980999296
139330	0	0	0	0	0	0	0.9770530058895432
139332	0	0	0	0	0	0	0.9770060088071324
139310	0	0	0	0	0	0	0.9769655706626985
139377	0.006132603786056589	0	0	0	0	0	0.9768650276334392
139293	0	0	0	0	0	0	0.9767337018307263
139238	0	0	0	0	0	0	0.9767098666162142
139208	0	0	0	0	0	0	0.9766279935624895
139313	0	0	0	0	0	0	0.9763287033186393
139271	0	0	0	0	0	0	0.9762317333795414
139253	0	0	0	0	0	0	0.9762124585890404
139351	0.008074935400516795	0	0	0	0	0	0.9757071943424451
139325	0	0	0	0	0	0	0.975672820723036
139369	0.006751253804277937	0	0	0	0	0	0.9755454584422822
139326	0	0	0	0	0	0	0.9752727017642314
139290	0	0	0	0	0	0	0.9752472629184957
139331	0.004675729500389644	0	0	0	0	0	0.9751839986145987
139289	0	0	0	0	0	0	0.9750346740638003
139363	0.006820688454170778	0	0	0	0	0	0.9750101584721657
139280	0	0	0	0	0	0	0.974908077994429
139333	0	0	0	0	0	0	0.9748533109807209
139391	0	0	0	0	0	0	0.9748148551513831
139386	0.00638177176893259	0	0	0	0	0	0.9747250323027954
139406	0	0	0	0	0	0	0.9745139683058324
139349	0.007332525426068815	0	0	0	0	0	0.9744435410882204
139329	0	0	0	0	0	0	0.9742050414180101
139286	0	0	0	0	0	0	0.9741688838374707
139324	0	0	0	0	0	0	0.97368846963076
139213	0	0	0	0	0	0	0.9734061623468376
139273	0	0	0	0	0	0	0.9733825484891558
139256	0	0	0	0	0	0	0.9732231755110687
139269	0	0	0	0	0	0	0.9731447442208236
139294	0	0	0	0	0	0	0.9731267567011723
139415	0	0	0	0	0	0	0.9730172927847347
139352	0.007053800699192525	0	0	0	0	0	0.9729604306530952
139251	0	0	0	0	0	0	0.972876516773733
139242	0	0	0	0	0	0	0.9727406679764243
139320	0	0	0	0	0	0	0.9727141999017056
139275	0	0	0	0	0	0	0.9726310249195328
139307	0.005139858248119894	0	0	0	0	0	0.9722808346408411
139321	0	0	0	0	0	0	0.9722789539227895
139311	0	0	0	0	0	0	0.9721455004964347
139296	0	0	0	0	0	0	0.9720753693913515
139217	0	0	0	0	0	0	0.9717577604265855
139319	0	0	0	0	0	0	0.9717283328534407
139338	0.008840709361679735	0	0	0	0	0	0.9717149923696259
139282	0	0	0	0	0	0	0.9716990684487646
139336	0.004780221311703877	0	0	0	0	0	0.9716252752459793
139223	0	0	0	0	0	0	0.9715929075372933
139312	0	0	0	0	0	0	0.971565404575567
139233	0	0	0	0	0	0	0.9712633876799236
139339	0	0	0	0	0	0	0.9711780953524678
139397	0	0	0	0	0	0	0.971177733291527
139364	0.00953796605970519	0	0	0	0	0	0.9711073950204384
139268	0	0	0	0	0	0	0.9710865393402175
